Invoice_ID,Date,Branch,Category,Product_Name,Customer_Type,Gender,Quantity,Unit_Price,Sales,Payment_Method,Cashier,Year,Month,Month_Name
INV102559,2024-08-21,Hamar Weyne,Beverages,Orange Juice 1L,Regular,Male,5,1.68,8.4,Zaad,Ahmed Abdi,2024,8,August
INV102736,2024-08-21,Hodan-Taleex,Vegetables,Onion (kg),Member,Female,2,1.08,2.16,Evc Plus,Mohamed Ali,2024,8,August
INV102660,2024-08-21,Hamar Weyne,Snacks,Candy Pack,Regular,Female,2,0.56,1.12,Zaad,Khadija Omar,2024,8,August
INV102531,2024-08-21,Hodan-Taleex,Fruits,Watermelon (each),Regular,Male,1,3.02,3.02,Zaad,Mohamed Ali,2024,8,August
INV102580,2024-08-21,Hodan-Taleex,Vegetables,Onion (kg),Regular,Male,5,0.89,4.45,Evc Plus,Mohamed Ali,2024,8,August
INV102628,2024-08-21,Hodan-Taleex,Beverages,Sprite 500ml,Regular,Male,4,0.85,3.4,Cash,Fadumo Yusuf,2024,8,August
INV102616,2024-08-21,Hamar Weyne,Household,Dish Soap 500ml,Regular,Male,5,1.27,6.35,Evc Plus,Khadija Omar,2024,8,August
INV102567,2024-08-21,Hodan-Taleex,Household,Pasta 500g,Member,Female,4,1.5,6.0,Cash,Amina Hassan,2024,8,August
INV102741,2024-08-21,Laba Dhagax,Personal Care,Bar Soap,Member,Male,8,0.95,7.6,Evc Plus,Yusuf Farah,2024,8,August
INV102552,2024-08-22,Laba Dhagax,Household,Rice 5kg,Regular,Female,2,8.27,16.54,Visa,Sahra Ibrahim,2024,8,August
INV102721,2024-08-22,Laba Dhagax,Fruits,Apple (kg),Member,Female,7,2.18,15.26,Evc Plus,Sahra Ibrahim,2024,8,August
INV102501,2024-08-22,Hamar Weyne,Snacks,Popcorn Pack,Regular,Male,6,1.02,6.12,Evc Plus,Hodan Warsame,2024,8,August
INV102608,2024-08-22,Hodan-Taleex,Bakery,Biscuits Pack,Regular,Male,3,0.87,2.61,Zaad,Abdirahman Nur,2024,8,August
INV102613,2024-08-22,Hamar Weyne,Vegetables,Cabbage (each),Regular,Female,4,1.37,5.48,Evc Plus,Khadija Omar,2024,8,August
INV102665,2024-08-22,Hodan-Taleex,Fruits,Grapes (kg),Member,Female,4,3.01,12.04,Evc Plus,Abdirahman Nur,2024,8,August
INV102515,2024-08-22,Hamar Weyne,Dairy,Eggs Tray (30pcs),Regular,Male,3,4.34,13.02,Evc Plus,Ahmed Abdi,2024,8,August
INV102694,2024-08-22,Hodan-Taleex,Beverages,Apple Juice 1L,Member,Female,7,2.5,17.5,Evc Plus,Fadumo Yusuf,2024,8,August
INV102711,2024-08-22,Hamar Weyne,Household,Sugar 2kg,Regular,Male,4,2.35,9.4,Cash,Khadija Omar,2024,8,August
INV102720,2024-08-22,Hodan-Taleex,Household,Laundry Detergent 1kg,Regular,Female,1,3.97,3.97,Visa,Amina Hassan,2024,8,August
INV102572,2024-08-23,Hodan-Taleex,Household,Cooking Oil 1L,Member,Male,3,2.64,7.92,Cash,Abdirahman Nur,2024,8,August
INV102627,2024-08-23,Hamar Weyne,Beverages,Coffee 200g,Member,Female,3,4.28,12.84,Evc Plus,Hodan Warsame,2024,8,August
INV102757,2024-08-23,Hamar Weyne,Beverages,Coffee 200g,Regular,Female,4,3.05,12.2,Evc Plus,Khadija Omar,2024,8,August
INV102568,2024-08-23,Hamar Weyne,Personal Care,Body Lotion 200ml,Regular,Female,2,2.9,5.8,Evc Plus,Hodan Warsame,2024,8,August
INV102710,2024-08-23,Laba Dhagax,Fruits,Apple (kg),Regular,Male,4,2.32,9.28,Evc Plus,Yusuf Farah,2024,8,August
INV102601,2024-08-23,Hodan-Taleex,Bakery,Biscuits Pack,Member,Male,4,1.05,4.2,Cash,Fadumo Yusuf,2024,8,August
INV102742,2024-08-23,Laba Dhagax,Dairy,Eggs Tray (30pcs),Member,Female,6,5.09,30.54,Zaad,Yusuf Farah,2024,8,August
INV102773,2024-08-23,Laba Dhagax,Beverages,Orange Juice 1L,Regular,Female,4,1.52,6.08,Cash,Yusuf Farah,2024,8,August
INV102662,2024-08-23,Hodan-Taleex,Fruits,Banana (kg),Regular,Male,1,1.03,1.03,Visa,Abdirahman Nur,2024,8,August
INV102560,2024-08-24,Laba Dhagax,Beverages,Coffee 200g,Member,Female,5,4.1,20.5,Evc Plus,Yusuf Farah,2024,8,August
INV102528,2024-08-24,Hodan-Taleex,Bakery,Croissant,Member,Male,8,0.81,6.48,Evc Plus,Mohamed Ali,2024,8,August
INV102598,2024-08-24,Hodan-Taleex,Bakery,Biscuits Pack,Regular,Male,6,1.45,8.7,Zaad,Mohamed Ali,2024,8,August
INV102566,2024-08-24,Hamar Weyne,Dairy,Cheese 200g,Regular,Female,3,2.65,7.95,Zaad,Ahmed Abdi,2024,8,August
INV102549,2024-08-24,Hodan-Taleex,Household,Pasta 500g,Regular,Male,3,1.67,5.01,Zaad,Amina Hassan,2024,8,August
INV102738,2024-08-24,Hamar Weyne,Household,Sugar 2kg,Member,Male,6,2.34,14.04,Zaad,Hodan Warsame,2024,8,August
INV102752,2024-08-24,Hamar Weyne,Bakery,Donut,Regular,Male,3,0.89,2.67,Cash,Ahmed Abdi,2024,8,August
INV102487,2024-08-24,Hodan-Taleex,Beverages,Orange Juice 1L,Member,Female,8,2.24,17.92,Evc Plus,Abdirahman Nur,2024,8,August
INV102726,2024-08-24,Hodan-Taleex,Vegetables,Cabbage (each),Member,Female,5,0.89,4.45,Zaad,Abdirahman Nur,2024,8,August
INV102574,2024-08-24,Laba Dhagax,Bakery,Brown Bread,Regular,Female,1,1.04,1.04,Cash,Yusuf Farah,2024,8,August
INV102699,2024-08-24,Hamar Weyne,Vegetables,Onion (kg),Regular,Female,2,1.07,2.14,Evc Plus,Khadija Omar,2024,8,August
INV102540,2024-08-24,Hamar Weyne,Dairy,Eggs Tray (30pcs),Regular,Male,4,3.75,15.0,Evc Plus,Hodan Warsame,2024,8,August
INV102480,2024-08-25,Hodan-Taleex,Snacks,Candy Pack,Member,Female,7,0.77,5.39,Evc Plus,Fadumo Yusuf,2024,8,August
INV102541,2024-08-25,Laba Dhagax,Dairy,Milk 1L,Regular,Female,2,1.54,3.08,Evc Plus,Sahra Ibrahim,2024,8,August
INV102544,2024-08-25,Hamar Weyne,Household,Cooking Oil 1L,Regular,Female,2,2.61,5.22,Zaad,Ahmed Abdi,2024,8,August
INV102761,2024-08-25,Hodan-Taleex,Vegetables,Tomato (kg),Regular,Male,3,1.01,3.03,Cash,Fadumo Yusuf,2024,8,August
INV102597,2024-08-25,Hodan-Taleex,Personal Care,Toothpaste,Regular,Male,2,2.48,4.96,Zaad,Mohamed Ali,2024,8,August
INV102667,2024-08-25,Laba Dhagax,Personal Care,Toothpaste,Member,Female,5,2.05,10.25,Zaad,Sahra Ibrahim,2024,8,August
INV102675,2024-08-25,Laba Dhagax,Personal Care,Body Lotion 200ml,Regular,Female,3,3.42,10.26,Evc Plus,Sahra Ibrahim,2024,8,August
INV102703,2024-08-25,Hodan-Taleex,Beverages,Sprite 500ml,Regular,Male,5,1.15,5.75,Zaad,Fadumo Yusuf,2024,8,August
INV102747,2024-08-25,Hamar Weyne,Vegetables,Cabbage (each),Member,Female,2,1.07,2.14,Zaad,Khadija Omar,2024,8,August
INV102479,2024-08-25,Hodan-Taleex,Bakery,Croissant,Regular,Female,2,1.09,2.18,Evc Plus,Abdirahman Nur,2024,8,August
INV102645,2024-08-25,Hamar Weyne,Personal Care,Hand Sanitizer 100ml,Member,Male,7,2.13,14.91,Evc Plus,Ahmed Abdi,2024,8,August
INV102723,2024-08-25,Hodan-Taleex,Personal Care,Toothbrush,Regular,Female,3,1.15,3.45,Evc Plus,Fadumo Yusuf,2024,8,August
INV102755,2024-08-25,Hamar Weyne,Beverages,Orange Juice 1L,Member,Female,2,1.87,3.74,Visa,Hodan Warsame,2024,8,August
INV102593,2024-08-26,Hodan-Taleex,Snacks,Candy Pack,Regular,Female,3,0.59,1.77,Cash,Fadumo Yusuf,2024,8,August
INV102585,2024-08-26,Hodan-Taleex,Snacks,Chocolate Bar,Regular,Female,5,0.79,3.95,Evc Plus,Amina Hassan,2024,8,August
INV102698,2024-08-26,Hodan-Taleex,Fruits,Orange (kg),Regular,Female,5,1.68,8.4,Cash,Abdirahman Nur,2024,8,August
INV102680,2024-08-26,Laba Dhagax,Fruits,Orange (kg),Member,Male,4,1.24,4.96,Cash,Yusuf Farah,2024,8,August
INV102725,2024-08-26,Hodan-Taleex,Vegetables,Onion (kg),Member,Female,5,0.76,3.8,Zaad,Fadumo Yusuf,2024,8,August
INV102767,2024-08-26,Hodan-Taleex,Snacks,Candy Pack,Regular,Male,5,0.67,3.35,Visa,Abdirahman Nur,2024,8,August
INV102704,2024-08-26,Hamar Weyne,Beverages,Sprite 500ml,Regular,Male,6,0.76,4.56,Evc Plus,Hodan Warsame,2024,8,August
INV102508,2024-08-26,Hamar Weyne,Snacks,Candy Pack,Regular,Female,2,0.84,1.68,Zaad,Khadija Omar,2024,8,August
INV102735,2024-08-26,Laba Dhagax,Bakery,Croissant,Member,Male,6,1.27,7.62,Zaad,Yusuf Farah,2024,8,August
INV102673,2024-08-26,Hodan-Taleex,Personal Care,Toothbrush,Regular,Male,6,1.08,6.48,Evc Plus,Fadumo Yusuf,2024,8,August
INV102630,2024-08-27,Hodan-Taleex,Beverages,Bottled Water 500ml,Member,Male,7,0.54,3.78,Evc Plus,Fadumo Yusuf,2024,8,August
INV102631,2024-08-27,Hodan-Taleex,Bakery,Biscuits Pack,Regular,Female,2,1.06,2.12,Visa,Fadumo Yusuf,2024,8,August
INV102527,2024-08-27,Laba Dhagax,Vegetables,Potato (kg),Regular,Male,5,0.67,3.35,Zaad,Yusuf Farah,2024,8,August
INV102642,2024-08-27,Hodan-Taleex,Vegetables,Cucumber (kg),Regular,Male,1,0.69,0.69,Evc Plus,Abdirahman Nur,2024,8,August
INV102564,2024-08-27,Laba Dhagax,Personal Care,Toothbrush,Member,Female,8,1.04,8.32,Cash,Yusuf Farah,2024,8,August
INV102685,2024-08-27,Laba Dhagax,Vegetables,Cucumber (kg),Regular,Male,1,0.83,0.83,Visa,Yusuf Farah,2024,8,August
INV102716,2024-08-27,Hodan-Taleex,Snacks,Chocolate Bar,Member,Female,3,0.86,2.58,Cash,Abdirahman Nur,2024,8,August
INV102768,2024-08-27,Hodan-Taleex,Personal Care,Bar Soap,Regular,Male,5,0.91,4.55,Evc Plus,Abdirahman Nur,2024,8,August
INV102674,2024-08-28,Laba Dhagax,Bakery,Croissant,Regular,Female,3,1.03,3.09,Visa,Sahra Ibrahim,2024,8,August
INV102701,2024-08-28,Laba Dhagax,Household,Dish Soap 500ml,Regular,Male,6,1.93,11.58,Evc Plus,Yusuf Farah,2024,8,August
INV102557,2024-08-28,Laba Dhagax,Household,Flour 2kg,Member,Female,8,2.35,18.8,Visa,Yusuf Farah,2024,8,August
INV102769,2024-08-28,Hodan-Taleex,Vegetables,Carrot (kg),Member,Male,2,1.08,2.16,Evc Plus,Mohamed Ali,2024,8,August
INV102473,2024-08-28,Hodan-Taleex,Snacks,Candy Pack,Member,Male,8,0.71,5.68,Evc Plus,Amina Hassan,2024,8,August
INV102625,2024-08-28,Laba Dhagax,Household,Laundry Detergent 1kg,Regular,Female,6,3.26,19.56,Zaad,Sahra Ibrahim,2024,8,August
INV102600,2024-08-28,Hodan-Taleex,Vegetables,Onion (kg),Member,Female,7,0.84,5.88,Evc Plus,Abdirahman Nur,2024,8,August
INV102748,2024-08-28,Hamar Weyne,Personal Care,Hand Sanitizer 100ml,Member,Female,7,1.34,9.38,Evc Plus,Hodan Warsame,2024,8,August
INV102633,2024-08-28,Hamar Weyne,Dairy,Butter 250g,Regular,Female,6,2.86,17.16,Evc Plus,Ahmed Abdi,2024,8,August
INV102523,2024-08-28,Laba Dhagax,Personal Care,Hand Sanitizer 100ml,Member,Female,7,1.3,9.1,Visa,Yusuf Farah,2024,8,August
INV102522,2024-08-28,Hamar Weyne,Fruits,Orange (kg),Regular,Male,3,1.27,3.81,Cash,Khadija Omar,2024,8,August
INV102589,2024-08-29,Hamar Weyne,Snacks,Peanuts 200g,Regular,Female,5,1.19,5.95,Evc Plus,Hodan Warsame,2024,8,August
INV102475,2024-08-29,Hodan-Taleex,Personal Care,Hand Sanitizer 100ml,Regular,Female,3,1.67,5.01,Evc Plus,Amina Hassan,2024,8,August
INV102717,2024-08-29,Hodan-Taleex,Personal Care,Toothbrush,Member,Male,6,0.8,4.8,Zaad,Fadumo Yusuf,2024,8,August
INV102696,2024-08-29,Hamar Weyne,Beverages,Bottled Water 500ml,Regular,Male,3,0.41,1.23,Zaad,Ahmed Abdi,2024,8,August
INV102670,2024-08-29,Hodan-Taleex,Beverages,Soft Drink Cola 500ml,Regular,Male,2,0.92,1.84,Evc Plus,Abdirahman Nur,2024,8,August
INV102640,2024-08-29,Hodan-Taleex,Beverages,Coffee 200g,Member,Male,5,4.15,20.75,Evc Plus,Fadumo Yusuf,2024,8,August
INV102604,2024-08-29,Hodan-Taleex,Personal Care,Body Lotion 200ml,Member,Male,6,2.89,17.34,Evc Plus,Abdirahman Nur,2024,8,August
INV102534,2024-08-29,Hodan-Taleex,Dairy,Fresh Cream 200ml,Regular,Female,5,2.47,12.35,Evc Plus,Abdirahman Nur,2024,8,August
INV102546,2024-08-29,Hodan-Taleex,Household,Pasta 500g,Member,Female,5,1.47,7.35,Zaad,Amina Hassan,2024,8,August
INV102582,2024-08-30,Hodan-Taleex,Vegetables,Potato (kg),Regular,Female,3,0.96,2.88,Zaad,Fadumo Yusuf,2024,8,August
INV102743,2024-08-30,Hodan-Taleex,Bakery,Brown Bread,Member,Female,8,0.95,7.6,Zaad,Mohamed Ali,2024,8,August
INV102615,2024-08-30,Hodan-Taleex,Bakery,Donut,Regular,Female,1,0.74,0.74,Visa,Abdirahman Nur,2024,8,August
INV102688,2024-08-30,Hodan-Taleex,Household,Laundry Detergent 1kg,Regular,Female,2,2.67,5.34,Evc Plus,Fadumo Yusuf,2024,8,August
INV102468,2024-08-30,Hamar Weyne,Personal Care,Shampoo 400ml,Regular,Female,3,3.71,11.13,Evc Plus,Ahmed Abdi,2024,8,August
INV102626,2024-08-30,Hamar Weyne,Snacks,Chocolate Bar,Regular,Female,6,1.02,6.12,Evc Plus,Hodan Warsame,2024,8,August
INV102707,2024-08-30,Hodan-Taleex,Personal Care,Shampoo 400ml,Regular,Male,2,4.34,8.68,Evc Plus,Amina Hassan,2024,8,August
INV102681,2024-08-30,Laba Dhagax,Bakery,Croissant,Member,Male,5,0.86,4.3,Evc Plus,Sahra Ibrahim,2024,8,August
INV102521,2024-08-30,Hamar Weyne,Bakery,White Bread,Regular,Female,6,0.91,5.46,Evc Plus,Khadija Omar,2024,8,August
INV102530,2024-08-31,Hamar Weyne,Snacks,Candy Pack,Regular,Female,5,0.59,2.95,Evc Plus,Hodan Warsame,2024,8,August
INV102496,2024-08-31,Hamar Weyne,Household,Flour 2kg,Regular,Female,4,1.82,7.28,Cash,Ahmed Abdi,2024,8,August
INV102648,2024-08-31,Hamar Weyne,Bakery,Donut,Regular,Male,4,0.75,3.0,Evc Plus,Khadija Omar,2024,8,August
INV102486,2024-08-31,Laba Dhagax,Beverages,Orange Juice 1L,Regular,Male,4,1.62,6.48,Evc Plus,Yusuf Farah,2024,8,August
INV102482,2024-08-31,Hamar Weyne,Bakery,Biscuits Pack,Member,Male,2,1.17,2.34,Zaad,Khadija Omar,2024,8,August
INV102561,2024-08-31,Laba Dhagax,Dairy,Butter 250g,Regular,Female,6,2.52,15.12,Zaad,Yusuf Farah,2024,8,August
INV102669,2024-08-31,Hamar Weyne,Snacks,Candy Pack,Member,Female,4,0.86,3.44,Visa,Hodan Warsame,2024,8,August
INV102614,2024-08-31,Laba Dhagax,Fruits,Orange (kg),Regular,Male,3,1.11,3.33,Evc Plus,Sahra Ibrahim,2024,8,August
INV102705,2024-08-31,Laba Dhagax,Household,Cooking Oil 1L,Regular,Male,2,3.37,6.74,Evc Plus,Yusuf Farah,2024,8,August
INV102758,2024-08-31,Hodan-Taleex,Dairy,Fresh Cream 200ml,Member,Male,6,1.63,9.78,Zaad,Abdirahman Nur,2024,8,August
INV102671,2024-08-31,Laba Dhagax,Household,Dish Soap 500ml,Regular,Female,5,1.55,7.75,Zaad,Sahra Ibrahim,2024,8,August
INV102533,2024-08-31,Hodan-Taleex,Bakery,Donut,Member,Female,2,0.98,1.96,Cash,Abdirahman Nur,2024,8,August
INV102689,2024-08-31,Laba Dhagax,Household,Pasta 500g,Member,Female,4,1.57,6.28,Evc Plus,Sahra Ibrahim,2024,8,August
INV102943,2024-09-01,Hamar Weyne,Vegetables,Tomato (kg),Member,Male,2,0.72,1.44,Evc Plus,Khadija Omar,2024,9,September
INV102987,2024-09-01,Hamar Weyne,Bakery,Donut,Regular,Male,4,0.62,2.48,Evc Plus,Khadija Omar,2024,9,September
INV102930,2024-09-01,Hamar Weyne,Bakery,Brown Bread,Member,Female,5,0.8,4.0,Zaad,Ahmed Abdi,2024,9,September
INV102902,2024-09-01,Hodan-Taleex,Household,Flour 2kg,Member,Male,5,2.66,13.3,Zaad,Mohamed Ali,2024,9,September
INV102988,2024-09-01,Hamar Weyne,Fruits,Watermelon (each),Regular,Female,5,2.56,12.8,Evc Plus,Ahmed Abdi,2024,9,September
INV102992,2024-09-01,Hodan-Taleex,Snacks,Candy Pack,Regular,Female,1,0.61,0.61,Zaad,Fadumo Yusuf,2024,9,September
INV102901,2024-09-01,Laba Dhagax,Dairy,Cheese 200g,Regular,Female,5,3.82,19.1,Evc Plus,Yusuf Farah,2024,9,September
INV102997,2024-09-01,Laba Dhagax,Beverages,Apple Juice 1L,Regular,Male,4,1.74,6.96,Evc Plus,Sahra Ibrahim,2024,9,September
INV103038,2024-09-02,Hamar Weyne,Snacks,Biscuit Snack Pack,Regular,Male,4,0.82,3.28,Evc Plus,Khadija Omar,2024,9,September
INV102780,2024-09-02,Hodan-Taleex,Vegetables,Carrot (kg),Regular,Female,2,0.79,1.58,Visa,Amina Hassan,2024,9,September
INV102801,2024-09-02,Hodan-Taleex,Dairy,Yogurt 500g,Regular,Female,1,2.2,2.2,Zaad,Mohamed Ali,2024,9,September
INV103033,2024-09-02,Hodan-Taleex,Beverages,Coffee 200g,Member,Male,2,4.28,8.56,Cash,Amina Hassan,2024,9,September
INV102965,2024-09-02,Laba Dhagax,Fruits,Watermelon (each),Regular,Female,6,2.86,17.16,Evc Plus,Yusuf Farah,2024,9,September
INV102834,2024-09-02,Hodan-Taleex,Personal Care,Bar Soap,Regular,Female,5,0.83,4.15,Evc Plus,Fadumo Yusuf,2024,9,September
INV102940,2024-09-02,Hodan-Taleex,Vegetables,Carrot (kg),Regular,Female,4,1.08,4.32,Evc Plus,Amina Hassan,2024,9,September
INV102825,2024-09-02,Hodan-Taleex,Household,Pasta 500g,Member,Male,7,1.39,9.73,Cash,Abdirahman Nur,2024,9,September
INV102932,2024-09-02,Hamar Weyne,Fruits,Watermelon (each),Regular,Male,4,2.2,8.8,Evc Plus,Khadija Omar,2024,9,September
INV103089,2024-09-02,Laba Dhagax,Vegetables,Cucumber (kg),Member,Female,2,0.67,1.34,Evc Plus,Sahra Ibrahim,2024,9,September
INV102918,2024-09-02,Hodan-Taleex,Snacks,Chocolate Bar,Member,Male,5,0.68,3.4,Evc Plus,Amina Hassan,2024,9,September
INV102898,2024-09-03,Hamar Weyne,Household,Sugar 2kg,Member,Male,4,2.17,8.68,Evc Plus,Khadija Omar,2024,9,September
INV102807,2024-09-03,Hamar Weyne,Household,Laundry Detergent 1kg,Member,Female,4,3.94,15.76,Zaad,Khadija Omar,2024,9,September
INV102856,2024-09-03,Hamar Weyne,Bakery,Croissant,Regular,Male,4,1.06,4.24,Cash,Ahmed Abdi,2024,9,September
INV102911,2024-09-03,Hodan-Taleex,Dairy,Cheese 200g,Regular,Female,3,2.75,8.25,Evc Plus,Mohamed Ali,2024,9,September
INV102947,2024-09-03,Laba Dhagax,Vegetables,Cabbage (each),Member,Male,7,1.1,7.7,Zaad,Sahra Ibrahim,2024,9,September
INV102946,2024-09-03,Hodan-Taleex,Beverages,Apple Juice 1L,Regular,Female,6,1.98,11.88,Zaad,Mohamed Ali,2024,9,September
INV102980,2024-09-03,Laba Dhagax,Fruits,Watermelon (each),Member,Male,5,2.29,11.45,Evc Plus,Sahra Ibrahim,2024,9,September
INV103077,2024-09-03,Hodan-Taleex,Beverages,Black Tea Pack,Regular,Female,2,1.61,3.22,Evc Plus,Mohamed Ali,2024,9,September
INV102775,2024-09-03,Hodan-Taleex,Dairy,Cheese 200g,Regular,Female,1,3.02,3.02,Evc Plus,Mohamed Ali,2024,9,September
INV102945,2024-09-03,Hamar Weyne,Vegetables,Potato (kg),Regular,Female,2,0.6,1.2,Cash,Hodan Warsame,2024,9,September
INV102893,2024-09-04,Hodan-Taleex,Household,Rice 5kg,Regular,Female,4,7.14,28.56,Zaad,Abdirahman Nur,2024,9,September
INV103030,2024-09-04,Laba Dhagax,Personal Care,Shampoo 400ml,Member,Female,6,3.82,22.92,Zaad,Sahra Ibrahim,2024,9,September
INV102821,2024-09-04,Laba Dhagax,Bakery,Donut,Regular,Male,1,0.61,0.61,Evc Plus,Sahra Ibrahim,2024,9,September
INV102822,2024-09-04,Laba Dhagax,Bakery,Biscuits Pack,Regular,Male,1,0.98,0.98,Evc Plus,Sahra Ibrahim,2024,9,September
INV103019,2024-09-04,Hamar Weyne,Fruits,Apple (kg),Regular,Female,1,1.63,1.63,Cash,Hodan Warsame,2024,9,September
INV103041,2024-09-04,Laba Dhagax,Dairy,Eggs Tray (30pcs),Regular,Male,5,5.21,26.05,Zaad,Yusuf Farah,2024,9,September
INV103061,2024-09-04,Hodan-Taleex,Beverages,Orange Juice 1L,Regular,Male,5,2.46,12.3,Evc Plus,Abdirahman Nur,2024,9,September
INV103047,2024-09-04,Hodan-Taleex,Personal Care,Shampoo 400ml,Regular,Male,6,2.53,15.18,Evc Plus,Mohamed Ali,2024,9,September
INV102832,2024-09-05,Laba Dhagax,Dairy,Milk 1L,Member,Female,2,1.01,2.02,Cash,Yusuf Farah,2024,9,September
INV102974,2024-09-05,Hamar Weyne,Household,Dish Soap 500ml,Regular,Female,2,1.39,2.78,Evc Plus,Khadija Omar,2024,9,September
INV103071,2024-09-05,Laba Dhagax,Personal Care,Bar Soap,Regular,Male,1,0.78,0.78,Evc Plus,Sahra Ibrahim,2024,9,September
INV102964,2024-09-05,Hodan-Taleex,Beverages,Soft Drink Cola 500ml,Member,Male,5,0.84,4.2,Visa,Mohamed Ali,2024,9,September
INV103032,2024-09-05,Hamar Weyne,Household,Dish Soap 500ml,Regular,Female,3,1.79,5.37,Cash,Hodan Warsame,2024,9,September
INV102936,2024-09-05,Laba Dhagax,Snacks,Chocolate Bar,Regular,Male,1,1.2,1.2,Visa,Yusuf Farah,2024,9,September
INV102835,2024-09-06,Hodan-Taleex,Household,Rice 5kg,Regular,Male,6,8.05,48.3,Evc Plus,Fadumo Yusuf,2024,9,September
INV103043,2024-09-06,Hodan-Taleex,Personal Care,Toothbrush,Regular,Female,6,0.89,5.34,Zaad,Mohamed Ali,2024,9,September
INV102847,2024-09-06,Hodan-Taleex,Bakery,White Bread,Regular,Male,2,0.63,1.26,Zaad,Mohamed Ali,2024,9,September
INV103083,2024-09-06,Hodan-Taleex,Household,Dish Soap 500ml,Regular,Female,2,1.34,2.68,Evc Plus,Amina Hassan,2024,9,September
INV103004,2024-09-06,Hamar Weyne,Bakery,Cupcake,Member,Female,7,0.6,4.2,Evc Plus,Khadija Omar,2024,9,September
INV103065,2024-09-06,Laba Dhagax,Snacks,Biscuit Snack Pack,Regular,Female,1,0.79,0.79,Visa,Yusuf Farah,2024,9,September
INV103034,2024-09-06,Hodan-Taleex,Fruits,Watermelon (each),Regular,Female,5,2.16,10.8,Visa,Abdirahman Nur,2024,9,September
INV102920,2024-09-06,Hodan-Taleex,Snacks,Biscuit Snack Pack,Member,Female,5,0.7,3.5,Evc Plus,Fadumo Yusuf,2024,9,September
INV102984,2024-09-06,Hamar Weyne,Fruits,Apple (kg),Member,Male,2,2.37,4.74,Visa,Ahmed Abdi,2024,9,September
INV102891,2024-09-06,Laba Dhagax,Dairy,Yogurt 500g,Member,Female,6,1.37,8.22,Evc Plus,Sahra Ibrahim,2024,9,September
INV103090,2024-09-06,Hodan-Taleex,Household,Laundry Detergent 1kg,Member,Female,2,2.63,5.26,Evc Plus,Mohamed Ali,2024,9,September
INV103052,2024-09-06,Hodan-Taleex,Beverages,Soft Drink Cola 500ml,Member,Female,2,0.97,1.94,Evc Plus,Abdirahman Nur,2024,9,September
INV102925,2024-09-06,Hamar Weyne,Vegetables,Tomato (kg),Regular,Female,5,1.17,5.85,Cash,Ahmed Abdi,2024,9,September
INV102916,2024-09-06,Hamar Weyne,Personal Care,Toothpaste,Member,Male,3,2.03,6.09,Evc Plus,Khadija Omar,2024,9,September
INV102935,2024-09-07,Hodan-Taleex,Beverages,Apple Juice 1L,Regular,Female,1,1.85,1.85,Zaad,Abdirahman Nur,2024,9,September
INV102778,2024-09-07,Hamar Weyne,Bakery,Cupcake,Regular,Male,5,0.6,3.0,Evc Plus,Khadija Omar,2024,9,September
INV102853,2024-09-07,Hodan-Taleex,Fruits,Apple (kg),Regular,Male,4,2.3,9.2,Visa,Mohamed Ali,2024,9,September
INV103001,2024-09-07,Laba Dhagax,Snacks,Peanuts 200g,Regular,Female,2,1.13,2.26,Zaad,Yusuf Farah,2024,9,September
INV102790,2024-09-07,Hamar Weyne,Snacks,Biscuit Snack Pack,Regular,Male,1,0.62,0.62,Evc Plus,Ahmed Abdi,2024,9,September
INV102928,2024-09-07,Laba Dhagax,Fruits,Apple (kg),Member,Female,3,2.25,6.75,Zaad,Sahra Ibrahim,2024,9,September
INV102870,2024-09-07,Hodan-Taleex,Snacks,Biscuit Snack Pack,Regular,Male,3,0.99,2.97,Cash,Mohamed Ali,2024,9,September
INV102884,2024-09-07,Hodan-Taleex,Bakery,Brown Bread,Member,Male,7,0.97,6.79,Evc Plus,Fadumo Yusuf,2024,9,September
INV103074,2024-09-07,Hodan-Taleex,Personal Care,Shampoo 400ml,Member,Male,3,3.98,11.94,Zaad,Abdirahman Nur,2024,9,September
INV103079,2024-09-07,Hamar Weyne,Bakery,Cupcake,Member,Male,8,0.7,5.6,Evc Plus,Ahmed Abdi,2024,9,September
INV102899,2024-09-07,Hamar Weyne,Personal Care,Bar Soap,Regular,Female,2,0.89,1.78,Cash,Ahmed Abdi,2024,9,September
INV103002,2024-09-08,Hodan-Taleex,Household,Laundry Detergent 1kg,Regular,Female,1,2.99,2.99,Evc Plus,Amina Hassan,2024,9,September
INV103044,2024-09-08,Laba Dhagax,Household,Dish Soap 500ml,Member,Male,3,1.77,5.31,Zaad,Sahra Ibrahim,2024,9,September
INV102913,2024-09-08,Hodan-Taleex,Dairy,Fresh Cream 200ml,Member,Female,5,2.39,11.95,Evc Plus,Mohamed Ali,2024,9,September
INV102977,2024-09-08,Hodan-Taleex,Dairy,Fresh Cream 200ml,Regular,Female,6,1.82,10.92,Evc Plus,Amina Hassan,2024,9,September
INV103058,2024-09-08,Laba Dhagax,Beverages,Orange Juice 1L,Member,Male,7,1.99,13.93,Evc Plus,Sahra Ibrahim,2024,9,September
INV102960,2024-09-08,Hodan-Taleex,Household,Rice 5kg,Member,Male,5,7.79,38.95,Evc Plus,Abdirahman Nur,2024,9,September
INV102860,2024-09-08,Hodan-Taleex,Vegetables,Tomato (kg),Member,Female,6,1.12,6.72,Evc Plus,Fadumo Yusuf,2024,9,September
